timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-27T16:14:36,codecarbon,97732dc7-4dc1-44ff-8753-a632624eeea0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0352545001078397,4.799451609392949e-07,4.6360113468649525e-07,360.0,44.9470283222475,20.0,0.00010341443999204784,1.2913343664155974e-05,5.567538888297147e-06,0.00012189532254450095,Canada,CAN,quebec,,,Windows-11-10.0.22631-SP0,3.12.6,3.0.7,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,-71.2,46.8,63.743953704833984,machine,N,1.0
